EMPRESA_JUNIOR,FEDERACAO,TEMPO_MEDIO_DIAS,META_participacao_eventos,META_Impacto,MES,FATURAMENTO,PROJETOS,N_ACOES_COMPARTILHADAS,ESTADO,CIDADE,MEMBROS
Química Jr,FEJESP,38.67,50,3,1,0,0,0,SP,São Paulo,32
Química Jr,FEJESP,38.67,50,3,2,0,0,0,SP,São Paulo,32
Química Jr,FEJESP,38.67,50,3,3,6800,3,0,SP,São Paulo,32
Química Jr,FEJESP,38.67,50,3,4,0,0,0,SP,São Paulo,32
Ciclus Consultoria,FEJEPAR,234,70,9,1,2750,1,0,PR,Curitiba,14
Ciclus Consultoria,FEJEPAR,234,70,9,2,0,0,0,PR,Curitiba,14
Ciclus Consultoria,FEJEPAR,234,70,9,3,0,0,0,PR,Curitiba,14
Ciclus Consultoria,FEJEPAR,234,70,9,4,0,0,0,PR,Curitiba,14
Gama Jr,Juniores,27.5,50,3,1,0,0,0,ES,São Mateus,12
Gama Jr,Juniores,27.5,50,3,2,285,1,0,ES,São Mateus,12
Gama Jr,Juniores,27.5,50,3,3,0,0,0,ES,São Mateus,12
Gama Jr,Juniores,27.5,50,3,4,650,1,0,ES,São Mateus,12
Canindé Design Empresa Júnior,Goiás Júnior,22.17,33,6,1,540,1,0,GO,Goiânia,8
Canindé Design Empresa Júnior,Goiás Júnior,22.17,33,6,2,360,1,0,GO,Goiânia,8
Canindé Design Empresa Júnior,Goiás Júnior,22.17,33,6,3,600,3,0,GO,Goiânia,8
Canindé Design Empresa Júnior,Goiás Júnior,22.17,33,6,4,185,1,0,GO,Goiânia,8
Cacto Comunicação,FEJEPAR,NaN,43,3,1,0,0,0,PR,Curitiba,12
Cacto Comunicação,FEJEPAR,NaN,43,3,2,0,0,0,PR,Curitiba,12
Cacto Comunicação,FEJEPAR,NaN,43,3,3,0,0,0,PR,Curitiba,12
Cacto Comunicação,FEJEPAR,NaN,43,3,4,0,0,0,PR,Curitiba,12
CEANUT,FEJERS,5.38,76,43,1,7080,37,0,RS,Porto Alegre,17
CEANUT,FEJERS,5.38,76,43,2,680,6,0,RS,Porto Alegre,17
CEANUT,FEJERS,5.38,76,43,3,3370,2,0,RS,Porto Alegre,17
CEANUT,FEJERS,5.38,76,43,4,1303,11,0,RS,Porto Alegre,17
Vale J Jr,FEJECE,9.21,50,31,1,1570,5,0,CE,Russas,14
Vale J Jr,FEJECE,9.21,50,31,2,1600,3,0,CE,Russas,14
Vale J Jr,FEJECE,9.21,50,31,3,5000,6,0,CE,Russas,14
Vale J Jr,FEJECE,9.21,50,31,4,3070,5,0,CE,Russas,14
Adapti ,Juniores,127,78,11,1,0,0,0,ES,São Mateus,24
Adapti ,Juniores,127,78,11,2,0,0,0,ES,São Mateus,24
Adapti ,Juniores,127,78,11,3,0,0,0,ES,São Mateus,24
Adapti ,Juniores,127,78,11,4,4000,1,0,ES,São Mateus,24
Concrete,RN Júnior,23.5,60,21,1,1185,3,0,RN,,14
Concrete,RN Júnior,23.5,60,21,2,900,1,0,RN,,14
Concrete,RN Júnior,23.5,60,21,3,690,2,0,RN,,14
Concrete,RN Júnior,23.5,60,21,4,0,0,0,RN,,14
Precisão Engenharia Empresa Junior de Engenharia Mecânica,FEJESP,20,33,2,1,0,0,0,SP,Ilha Solteira,13
Precisão Engenharia Empresa Junior de Engenharia Mecânica,FEJESP,20,33,2,2,0,0,0,SP,Ilha Solteira,13
Precisão Engenharia Empresa Junior de Engenharia Mecânica,FEJESP,20,33,2,3,380,1,0,SP,Ilha Solteira,13
Precisão Engenharia Empresa Junior de Engenharia Mecânica,FEJESP,20,33,2,4,0,0,0,SP,Ilha Solteira,13
INTEGRA,FEJESP,38,50,1,1,0,0,0,SP,Limeira,30
INTEGRA,FEJESP,38,50,1,2,8030.99,2,0,SP,Limeira,30
INTEGRA,FEJESP,38,50,1,3,0,0,0,SP,Limeira,30
INTEGRA,FEJESP,38,50,1,4,0,0,0,SP,Limeira,30
F5 Junior - Consultoria Internacional,FEJERS,NaN,40,2,1,0,0,0,RS,Santa Maria,11
F5 Junior - Consultoria Internacional,FEJERS,NaN,40,2,2,0,0,0,RS,Santa Maria,11
F5 Junior - Consultoria Internacional,FEJERS,NaN,40,2,3,0,0,0,RS,Santa Maria,11
F5 Junior - Consultoria Internacional,FEJERS,NaN,40,2,4,0,0,0,RS,Santa Maria,11
Economontes Empresa Junior,FEJEMG,40,41,3,1,4200,1,0,MG,Montes Claros,6
Economontes Empresa Junior,FEJEMG,40,41,3,2,0,0,0,MG,Montes Claros,6
Economontes Empresa Junior,FEJEMG,40,41,3,3,0,0,0,MG,Montes Claros,6
Economontes Empresa Junior,FEJEMG,40,41,3,4,0,0,0,MG,Montes Claros,6
CIPPAL Engenharias Agrárias,Goiás Júnior,68.33,60,2,1,3200,1,0,GO,Goiânia,21
CIPPAL Engenharias Agrárias,Goiás Júnior,68.33,60,2,2,810,1,0,GO,Goiânia,21
CIPPAL Engenharias Agrárias,Goiás Júnior,68.33,60,2,3,2318.61,1,0,GO,Goiânia,21
CIPPAL Engenharias Agrárias,Goiás Júnior,68.33,60,2,4,0,0,0,GO,Goiânia,21
Nortear Jr. Engenharia,FEJEA,33.56,82,7,1,7786,16,0,AL,Maceió,7
Nortear Jr. Engenharia,FEJEA,33.56,82,7,2,0,0,0,AL,Maceió,7
Nortear Jr. Engenharia,FEJEA,33.56,82,7,3,0,0,0,AL,Maceió,7
Nortear Jr. Engenharia,FEJEA,33.56,82,7,4,0,0,0,AL,Maceió,7
Comunica! Empresa Júnior de Jornalismo,FEJESC,37,50,8,1,0,0,0,SC,,6
Comunica! Empresa Júnior de Jornalismo,FEJESC,37,50,8,2,450,1,0,SC,,6
Comunica! Empresa Júnior de Jornalismo,FEJESC,37,50,8,3,1800,2,0,SC,,6
Comunica! Empresa Júnior de Jornalismo,FEJESC,37,50,8,4,0,0,0,SC,,6
Universitur,RN Júnior,NaN,60,25,1,0,0,0,RN,Natal,17
Universitur,RN Júnior,NaN,60,25,2,0,0,0,RN,Natal,17
Universitur,RN Júnior,NaN,60,25,3,0,0,0,RN,Natal,17
Universitur,RN Júnior,NaN,60,25,4,0,0,0,RN,Natal,17
ENGETOP,UNIJr-BA,17.23,45,136,1,2500,1,0,BA,Salvador,27
ENGETOP,UNIJr-BA,17.23,45,136,2,5541,8,0,BA,Salvador,27
ENGETOP,UNIJr-BA,17.23,45,136,3,1642,4,0,BA,Salvador,27
ENGETOP,UNIJr-BA,17.23,45,136,4,0,0,0,BA,Salvador,27
Dual Jr,FEJECE,51,55,3,1,0,0,0,CE,Fortaleza,6
Dual Jr,FEJECE,51,55,3,2,0,0,0,CE,Fortaleza,6
Dual Jr,FEJECE,51,55,3,3,1373.4,1,1,CE,Fortaleza,6
Dual Jr,FEJECE,51,55,3,4,0,0,0,CE,Fortaleza,6
Minas Júnior Consultoria Mineral,FEJEMG,3.57,44,6,1,1744.5,13,0,MG,Belo Horizonte,32
Minas Júnior Consultoria Mineral,FEJEMG,3.57,44,6,2,16644,8,0,MG,Belo Horizonte,32
Minas Júnior Consultoria Mineral,FEJEMG,3.57,44,6,3,0,0,0,MG,Belo Horizonte,32
Minas Júnior Consultoria Mineral,FEJEMG,3.57,44,6,4,0,0,0,MG,Belo Horizonte,32
Ecofarma Jr.,FEJEMG,37.5,85,32,1,3000,1,0,MG,Juiz de Fora,20
Ecofarma Jr.,FEJEMG,37.5,85,32,2,1000,4,0,MG,Juiz de Fora,20
Ecofarma Jr.,FEJEMG,37.5,85,32,3,1950,5,0,MG,Juiz de Fora,20
Ecofarma Jr.,FEJEMG,37.5,85,32,4,500,2,0,MG,Juiz de Fora,20
Acens,FEJECE,48.5,60,7,1,0,0,0,CE,Fortaleza,9
Acens,FEJECE,48.5,60,7,2,2250,1,0,CE,Fortaleza,9
Acens,FEJECE,48.5,60,7,3,1600,1,0,CE,Fortaleza,9
Acens,FEJECE,48.5,60,7,4,0,0,0,CE,Fortaleza,9
ESPM Jr. (Rio de Janeiro),RioJunior,51.83,33,12,1,20800,3,0,RJ,Rio de Janeiro,19
ESPM Jr. (Rio de Janeiro),RioJunior,51.83,33,12,2,0,0,0,RJ,Rio de Janeiro,19
ESPM Jr. (Rio de Janeiro),RioJunior,51.83,33,12,3,5200,2,0,RJ,Rio de Janeiro,19
ESPM Jr. (Rio de Janeiro),RioJunior,51.83,33,12,4,6700,1,0,RJ,Rio de Janeiro,19
PUC Consultoria Jr.,FEJEMG,50,33,2,1,0,0,0,MG,Belo Horizonte,23
PUC Consultoria Jr.,FEJEMG,50,33,2,2,0,0,0,MG,Belo Horizonte,23
PUC Consultoria Jr.,FEJEMG,50,33,2,3,2700,1,0,MG,Belo Horizonte,23
PUC Consultoria Jr.,FEJEMG,50,33,2,4,4348,1,0,MG,Belo Horizonte,23
Projete JR,FEJESC,18.4,50,3,1,500,2,0,SC,Chapecó,10
Projete JR,FEJESC,18.4,50,3,2,0,0,0,SC,Chapecó,10
Projete JR,FEJESC,18.4,50,3,3,1700,3,0,SC,Chapecó,10
Projete JR,FEJESC,18.4,50,3,4,0,0,0,SC,Chapecó,10
CSB Júnior,FEJESP,NaN,33,1,1,0,0,1,SP,,8
CSB Júnior,FEJESP,NaN,33,1,2,0,0,0,SP,,8
CSB Júnior,FEJESP,NaN,33,1,3,0,0,0,SP,,8
CSB Júnior,FEJESP,NaN,33,1,4,0,0,0,SP,,8
Ecomp Jr,UNIJr-BA,23,90,12,1,1000,1,0,BA,Feira de Santana,16
Ecomp Jr,UNIJr-BA,23,90,12,2,0,0,0,BA,Feira de Santana,16
Ecomp Jr,UNIJr-BA,23,90,12,3,0,0,0,BA,Feira de Santana,16
Ecomp Jr,UNIJr-BA,23,90,12,4,0,0,0,BA,Feira de Santana,16
Motora Junior Empresa de Consultoria,FEJERS,45,43,5,1,0,0,0,RS,Santa Maria,6
Motora Junior Empresa de Consultoria,FEJERS,45,43,5,2,0,0,0,RS,Santa Maria,6
Motora Junior Empresa de Consultoria,FEJERS,45,43,5,3,0,0,0,RS,Santa Maria,6
Motora Junior Empresa de Consultoria,FEJERS,45,43,5,4,3152,1,0,RS,Santa Maria,6
QuímEJ  - Empresa Júnior de Soluções em Química,FEJEMG,10,80,14,1,605.76,1,0,MG,Uberlândia,15
QuímEJ  - Empresa Júnior de Soluções em Química,FEJEMG,10,80,14,2,334.82,1,0,MG,Uberlândia,15
QuímEJ  - Empresa Júnior de Soluções em Química,FEJEMG,10,80,14,3,586,1,0,MG,Uberlândia,15
QuímEJ  - Empresa Júnior de Soluções em Química,FEJEMG,10,80,14,4,334.82,1,0,MG,Uberlândia,15
EJECiv,FEJERS,26,78,20,1,4900,2,0,RS,Porto Alegre,28
EJECiv,FEJERS,26,78,20,2,6770,3,0,RS,Porto Alegre,28
EJECiv,FEJERS,26,78,20,3,0,0,0,RS,Porto Alegre,28
EJECiv,FEJERS,26,78,20,4,0,0,0,RS,Porto Alegre,28
Linked Informatica Junior,FEJEMG,80.5,33,1,1,0,0,0,MG,São João del Rei,12
Linked Informatica Junior,FEJEMG,80.5,33,1,2,2500,1,0,MG,São João del Rei,12
Linked Informatica Junior,FEJEMG,80.5,33,1,3,2500,1,1,MG,São João del Rei,12
Linked Informatica Junior,FEJEMG,80.5,33,1,4,0,0,0,MG,São João del Rei,12
Primus Consultoria Empresarial,UNIJr-BA,54.29,0,0,1,14361,3,0,BA,,21
Primus Consultoria Empresarial,UNIJr-BA,54.29,0,0,2,7900,2,0,BA,,21
Primus Consultoria Empresarial,UNIJr-BA,54.29,0,0,3,6500,2,0,BA,,21
Primus Consultoria Empresarial,UNIJr-BA,54.29,0,0,4,0,0,0,BA,,21
UNIFEI JUNIOR,FEJEMG,51.5,43,14,1,0,0,0,MG,Itajubá,19
UNIFEI JUNIOR,FEJEMG,51.5,43,14,2,6120,2,0,MG,Itajubá,19
UNIFEI JUNIOR,FEJEMG,51.5,43,14,3,0,0,0,MG,Itajubá,19
UNIFEI JUNIOR,FEJEMG,51.5,43,14,4,18135,4,0,MG,Itajubá,19
Atrium Junior,FEJEMG,NaN,0,0,1,0,0,0,MG,,24
Atrium Junior,FEJEMG,NaN,0,0,2,0,0,0,MG,,24
Atrium Junior,FEJEMG,NaN,0,0,3,0,0,0,MG,,24
Atrium Junior,FEJEMG,NaN,0,0,4,0,0,0,MG,,24
Eixo Público ,FEJESP,NaN,33,3,1,0,0,0,SP,Limeira,10
Eixo Público ,FEJESP,NaN,33,3,2,0,0,0,SP,Limeira,10
Eixo Público ,FEJESP,NaN,33,3,3,0,0,0,SP,Limeira,10
Eixo Público ,FEJESP,NaN,33,3,4,0,0,0,SP,Limeira,10
Caduceu Júnior,FEJERS,1.74,75,400,1,9430,426,0,RS,Santa Maria,20
Caduceu Júnior,FEJERS,1.74,75,400,2,11085,341,1,RS,Santa Maria,20
Caduceu Júnior,FEJERS,1.74,75,400,3,2655,98,0,RS,Santa Maria,20
Caduceu Júnior,FEJERS,1.74,75,400,4,160,2,0,RS,Santa Maria,20
Ideal Consultoria e Empreendimentos,FEJEMG,6.5,50,28,1,0,0,0,MG,Ouro Branco,25
Ideal Consultoria e Empreendimentos,FEJEMG,6.5,50,28,2,0,0,0,MG,Ouro Branco,25
Ideal Consultoria e Empreendimentos,FEJEMG,6.5,50,28,3,6593,10,0,MG,Ouro Branco,25
Ideal Consultoria e Empreendimentos,FEJEMG,6.5,50,28,4,0,0,0,MG,Ouro Branco,25
SEMPRE - Soluções Empresariais Jr.,FEJEMG,NaN,60,3,1,0,0,0,MG,São João del Rei,4
SEMPRE - Soluções Empresariais Jr.,FEJEMG,NaN,60,3,2,0,0,0,MG,São João del Rei,4
SEMPRE - Soluções Empresariais Jr.,FEJEMG,NaN,60,3,3,0,0,0,MG,São João del Rei,4
SEMPRE - Soluções Empresariais Jr.,FEJEMG,NaN,60,3,4,0,0,0,MG,São João del Rei,4
Projetos Consultoria Integrada,Concentro,58.25,70,3,1,3000,1,0,DF,Brasília,38
Projetos Consultoria Integrada,Concentro,58.25,70,3,2,1500,1,0,DF,Brasília,38
Projetos Consultoria Integrada,Concentro,58.25,70,3,3,16105,6,0,DF,Brasília,38
Projetos Consultoria Integrada,Concentro,58.25,70,3,4,0,0,0,DF,Brasília,38
TEQInova - Tecnologia, Engenharia Química e Inovação,PB Júnior,NaN,43,5,1,0,0,0,PB,,8
TEQInova - Tecnologia, Engenharia Química e Inovação,PB Júnior,NaN,43,5,2,0,0,0,PB,,8
TEQInova - Tecnologia, Engenharia Química e Inovação,PB Júnior,NaN,43,5,3,0,0,0,PB,,8
TEQInova - Tecnologia, Engenharia Química e Inovação,PB Júnior,NaN,43,5,4,0,0,0,PB,,8
Alimentos Júnior Consultoria,FEJEMG,34.94,33,17,1,456.86,1,0,MG,Viçosa,24
Alimentos Júnior Consultoria,FEJEMG,34.94,33,17,2,9326.18,7,0,MG,Viçosa,24
Alimentos Júnior Consultoria,FEJEMG,34.94,33,17,3,12037.26,2,0,MG,Viçosa,24
Alimentos Júnior Consultoria,FEJEMG,34.94,33,17,4,9266.62,6,0,MG,Viçosa,24
MecTRIA,FEJEMG,65.33,76,9,1,5171.8,1,0,MG,,21
MecTRIA,FEJEMG,65.33,76,9,2,2000,1,3,MG,,21
MecTRIA,FEJEMG,65.33,76,9,3,0,0,0,MG,,21
MecTRIA,FEJEMG,65.33,76,9,4,3179.28,1,0,MG,,21
Ínteri Júnior - Associação Empresa Junior de Relações Internacionais - UFGD,FEJEMS,23.33,80,8,1,0,0,0,MS,Dourados,33
Ínteri Júnior - Associação Empresa Junior de Relações Internacionais - UFGD,FEJEMS,23.33,80,8,2,3543.76,3,0,MS,Dourados,33
Ínteri Júnior - Associação Empresa Junior de Relações Internacionais - UFGD,FEJEMS,23.33,80,8,3,0,0,0,MS,Dourados,33
Ínteri Júnior - Associação Empresa Junior de Relações Internacionais - UFGD,FEJEMS,23.33,80,8,4,0,0,0,MS,Dourados,33
EMEC - Engenharia Júnior,FEJEA,11.25,60,1,1,0,0,0,AL,Maceió,8
EMEC - Engenharia Júnior,FEJEA,11.25,60,1,2,0,0,0,AL,Maceió,8
EMEC - Engenharia Júnior,FEJEA,11.25,60,1,3,0,0,0,AL,Maceió,8
EMEC - Engenharia Júnior,FEJEA,11.25,60,1,4,2511,4,0,AL,Maceió,8
Granbery Consultoria,FEJEMG,NaN,50,8,1,0,0,0,MG,Juiz de Fora,10
Granbery Consultoria,FEJEMG,NaN,50,8,2,0,0,0,MG,Juiz de Fora,10
Granbery Consultoria,FEJEMG,NaN,50,8,3,0,0,0,MG,Juiz de Fora,10
Granbery Consultoria,FEJEMG,NaN,50,8,4,0,0,0,MG,Juiz de Fora,10
Hórus Júnior - Assessoria Contábil,FEJERS,NaN,80,6,1,0,0,0,RS,Rio Grande,16
Hórus Júnior - Assessoria Contábil,FEJERS,NaN,80,6,2,0,0,0,RS,Rio Grande,16
Hórus Júnior - Assessoria Contábil,FEJERS,NaN,80,6,3,0,0,0,RS,Rio Grande,16
Hórus Júnior - Assessoria Contábil,FEJERS,NaN,80,6,4,0,0,0,RS,Rio Grande,16
Empresa Júnior Unicap,FEJEPE,30.63,85,35,1,0,0,0,PE,Recife,51
Empresa Júnior Unicap,FEJEPE,30.63,85,35,2,6292.7,2,0,PE,Recife,51
Empresa Júnior Unicap,FEJEPE,30.63,85,35,3,16370.78,6,0,PE,Recife,51
Empresa Júnior Unicap,FEJEPE,30.63,85,35,4,0,0,0,PE,Recife,51
Expand Jr. - Consultoria Internacional,RioJunior,123.5,55,14,1,0,0,0,RJ,Rio de Janeiro,15
Expand Jr. - Consultoria Internacional,RioJunior,123.5,55,14,2,1200,3,0,RJ,Rio de Janeiro,15
Expand Jr. - Consultoria Internacional,RioJunior,123.5,55,14,3,0,0,0,RJ,Rio de Janeiro,15
Expand Jr. - Consultoria Internacional,RioJunior,123.5,55,14,4,600,1,0,RJ,Rio de Janeiro,15
Vetor Jr. ,FEJEA,28,80,1,1,0,0,0,AL,,12
Vetor Jr. ,FEJEA,28,80,1,2,0,0,0,AL,,12
Vetor Jr. ,FEJEA,28,80,1,3,900,1,0,AL,,12
Vetor Jr. ,FEJEA,28,80,1,4,0,0,0,AL,,12
Dipolum Consultoria,FEJEPE,NaN,40,3,1,0,0,0,PE,Recife,14
Dipolum Consultoria,FEJEPE,NaN,40,3,2,0,0,0,PE,Recife,14
Dipolum Consultoria,FEJEPE,NaN,40,3,3,0,0,1,PE,Recife,14
Dipolum Consultoria,FEJEPE,NaN,40,3,4,0,0,0,PE,Recife,14
Inov ID - Empresa Jr,Goiás Júnior,NaN,33,2,1,0,0,0,GO,Anápolis,5
Inov ID - Empresa Jr,Goiás Júnior,NaN,33,2,2,0,0,0,GO,Anápolis,5
Inov ID - Empresa Jr,Goiás Júnior,NaN,33,2,3,0,0,0,GO,Anápolis,5
Inov ID - Empresa Jr,Goiás Júnior,NaN,33,2,4,0,0,0,GO,Anápolis,5
Líder Jr.,FEJESP,63.67,50,6,1,15220.98,3,0,SP,Sorocaba,29
Líder Jr.,FEJESP,63.67,50,6,2,0,0,0,SP,Sorocaba,29
Líder Jr.,FEJESP,63.67,50,6,3,0,0,0,SP,Sorocaba,29
Líder Jr.,FEJESP,63.67,50,6,4,0,0,0,SP,Sorocaba,29
Nutri Jr.,FEJESC,4,50,40,1,582,6,0,SC,Florianópolis,12
Nutri Jr.,FEJESC,4,50,40,2,166,2,0,SC,Florianópolis,12
Nutri Jr.,FEJESC,4,50,40,3,0,0,0,SC,Florianópolis,12
Nutri Jr.,FEJESC,4,50,40,4,432,6,0,SC,Florianópolis,12
EMPsi Jr,FEJESP,16,45,7,1,0,0,0,SP,,5
EMPsi Jr,FEJESP,16,45,7,2,0,0,0,SP,,5
EMPsi Jr,FEJESP,16,45,7,3,954,1,0,SP,,5
EMPsi Jr,FEJESP,16,45,7,4,400,1,0,SP,,5
Econsult Consultoria Econômica,Concentro,12.5,75,14,1,4050.8,4,1,DF,Brasília,24
Econsult Consultoria Econômica,Concentro,12.5,75,14,2,10050,8,1,DF,Brasília,24
Econsult Consultoria Econômica,Concentro,12.5,75,14,3,0,0,0,DF,Brasília,24
Econsult Consultoria Econômica,Concentro,12.5,75,14,4,0,0,0,DF,Brasília,24
EngeFour Jr.,FEJEMS,16.5,45,25,1,0,0,0,MS,,34
EngeFour Jr.,FEJEMS,16.5,45,25,2,0,0,0,MS,,34
EngeFour Jr.,FEJEMS,16.5,45,25,3,0,0,0,MS,,34
EngeFour Jr.,FEJEMS,16.5,45,25,4,5330,6,0,MS,,34
Biossistec Jr,FEJESP,27.14,40,1,1,975,2,0,SP,Pirassununga,20
Biossistec Jr,FEJESP,27.14,40,1,2,580,1,0,SP,Pirassununga,20
Biossistec Jr,FEJESP,27.14,40,1,3,810,1,0,SP,Pirassununga,20
Biossistec Jr,FEJESP,27.14,40,1,4,1662.5,3,0,SP,Pirassununga,20
Advocatta,Concentro,10.81,33,2,1,100,7,0,DF,,31
Advocatta,Concentro,10.81,33,2,2,8670,10,1,DF,,31
Advocatta,Concentro,10.81,33,2,3,4536,12,1,DF,,31
Advocatta,Concentro,10.81,33,2,4,4200,8,0,DF,,31
PROTEQ ,FEJEA,25.6,80,5,1,0,0,0,AL,Maceió,23
PROTEQ ,FEJEA,25.6,80,5,2,11190,7,0,AL,Maceió,23
PROTEQ ,FEJEA,25.6,80,5,3,0,0,0,AL,Maceió,23
PROTEQ ,FEJEA,25.6,80,5,4,11610,8,0,AL,Maceió,23
CJR,Concentro,72.5,70,19,1,18000,2,0,DF,Brasília,40
CJR,Concentro,72.5,70,19,2,29400,1,0,DF,Brasília,40
CJR,Concentro,72.5,70,19,3,4410,1,0,DF,Brasília,40
CJR,Concentro,72.5,70,19,4,12600,2,0,DF,Brasília,40
Pharmaceutica Jr.,FEJESP,60,55,1,1,0,0,0,SP,Campinas,11
Pharmaceutica Jr.,FEJESP,60,55,1,2,0,0,0,SP,Campinas,11
Pharmaceutica Jr.,FEJESP,60,55,1,3,0,0,0,SP,Campinas,11
Pharmaceutica Jr.,FEJESP,60,55,1,4,6500,2,0,SP,Campinas,11
PETROJr.,FEJESC,NaN,55,2,1,0,0,0,SC,Balneário Camboriú,12
PETROJr.,FEJESC,NaN,55,2,2,0,0,0,SC,Balneário Camboriú,12
PETROJr.,FEJESC,NaN,55,2,3,0,0,0,SC,Balneário Camboriú,12
PETROJr.,FEJESC,NaN,55,2,4,0,0,0,SC,Balneário Camboriú,12
PCP Jr.,FEJEMG,NaN,40,4,1,0,0,0,MG,Belo Horizonte,10
PCP Jr.,FEJEMG,NaN,40,4,2,0,0,0,MG,Belo Horizonte,10
PCP Jr.,FEJEMG,NaN,40,4,3,0,0,0,MG,Belo Horizonte,10
PCP Jr.,FEJEMG,NaN,40,4,4,0,0,0,MG,Belo Horizonte,10
CONSTAT - Consultoria Estatística,Juniores,3.67,47,10,1,0,0,0,ES,Vitória,12
CONSTAT - Consultoria Estatística,Juniores,3.67,47,10,2,1162.51,3,0,ES,Vitória,12
CONSTAT - Consultoria Estatística,Juniores,3.67,47,10,3,0,0,0,ES,Vitória,12
CONSTAT - Consultoria Estatística,Juniores,3.67,47,10,4,0,0,0,ES,Vitória,12
Energy Junior,Juniores,NaN,86,6,1,0,0,0,ES,São Mateus,15
Energy Junior,Juniores,NaN,86,6,2,0,0,0,ES,São Mateus,15
Energy Junior,Juniores,NaN,86,6,3,0,0,1,ES,São Mateus,15
Energy Junior,Juniores,NaN,86,6,4,0,0,0,ES,São Mateus,15
Cultivar Jr,Juniores,20,35,5,1,0,0,0,ES,,4
Cultivar Jr,Juniores,20,35,5,2,65,1,0,ES,,4
Cultivar Jr,Juniores,20,35,5,3,0,0,0,ES,,4
Cultivar Jr,Juniores,20,35,5,4,0,0,0,ES,,4
ACE Jr.,FEJEMG,160,60,12,1,0,0,0,MG,Juiz de Fora,19
ACE Jr.,FEJEMG,160,60,12,2,0,0,0,MG,Juiz de Fora,19
ACE Jr.,FEJEMG,160,60,12,3,14000,1,0,MG,Juiz de Fora,19
ACE Jr.,FEJEMG,160,60,12,4,0,0,0,MG,Juiz de Fora,19
MinasBio Consultoria Ambiental,FEJEMG,NaN,50,3,1,0,0,0,MG,Uberlândia,11
MinasBio Consultoria Ambiental,FEJEMG,NaN,50,3,2,0,0,0,MG,Uberlândia,11
MinasBio Consultoria Ambiental,FEJEMG,NaN,50,3,3,0,0,0,MG,Uberlândia,11
MinasBio Consultoria Ambiental,FEJEMG,NaN,50,3,4,0,0,0,MG,Uberlândia,11
Conpec,FEJESP,18,65,12,1,1510,1,0,SP,Campinas,13
Conpec,FEJESP,18,65,12,2,0,0,1,SP,Campinas,13
Conpec,FEJESP,18,65,12,3,0,0,0,SP,Campinas,13
Conpec,FEJESP,18,65,12,4,0,0,0,SP,Campinas,13
Domani,Concentro,NaN,60,8,1,0,0,0,DF,Brasília,17
Domani,Concentro,NaN,60,8,2,0,0,0,DF,Brasília,17
Domani,Concentro,NaN,60,8,3,0,0,0,DF,Brasília,17
Domani,Concentro,NaN,60,8,4,0,0,0,DF,Brasília,17
Bits JR - Soluções em TI,Pará Júnior,20,67,33,1,1400,2,0,PA,Marabá,28
Bits JR - Soluções em TI,Pará Júnior,20,67,33,2,0,0,0,PA,Marabá,28
Bits JR - Soluções em TI,Pará Júnior,20,67,33,3,0,0,0,PA,Marabá,28
Bits JR - Soluções em TI,Pará Júnior,20,67,33,4,0,0,0,PA,Marabá,28
PROMAD Jr.,FEJESP,34.67,33,1,1,0,0,0,SP,,12
PROMAD Jr.,FEJESP,34.67,33,1,2,4400,1,0,SP,,12
PROMAD Jr.,FEJESP,34.67,33,1,3,6725.26,2,0,SP,,12
PROMAD Jr.,FEJESP,34.67,33,1,4,9210,3,0,SP,,12
Container Digital Júnior,FEJECE,78.86,80,10,1,6720,1,0,CE,,24
Container Digital Júnior,FEJECE,78.86,80,10,2,1895,3,0,CE,,24
Container Digital Júnior,FEJECE,78.86,80,10,3,1520,1,0,CE,,24
Container Digital Júnior,FEJECE,78.86,80,10,4,1350,2,0,CE,,24
RETEC jr,FEJECE,NaN,35,3,1,0,0,0,CE,Fortaleza,16
RETEC jr,FEJECE,NaN,35,3,2,0,0,0,CE,Fortaleza,16
RETEC jr,FEJECE,NaN,35,3,3,0,0,0,CE,Fortaleza,16
RETEC jr,FEJECE,NaN,35,3,4,0,0,0,CE,Fortaleza,16
EJUCS,FEJERS,49,70,12,1,5000,1,0,RS,Caxias do Sul,12
EJUCS,FEJERS,49,70,12,2,0,0,0,RS,Caxias do Sul,12
EJUCS,FEJERS,49,70,12,3,0,0,0,RS,Caxias do Sul,12
EJUCS,FEJERS,49,70,12,4,0,0,0,RS,Caxias do Sul,12
Optimus Engenharia Junior ,UNIJr-BA,NaN,35,5,1,0,0,0,BA,Ilhéus,21
Optimus Engenharia Junior ,UNIJr-BA,NaN,35,5,2,0,0,0,BA,Ilhéus,21
Optimus Engenharia Junior ,UNIJr-BA,NaN,35,5,3,0,0,0,BA,Ilhéus,21
Optimus Engenharia Junior ,UNIJr-BA,NaN,35,5,4,0,0,0,BA,Ilhéus,21
Xisto Jr. Consultoria,RioJunior,10.5,75,25,1,0,0,0,RJ,Rio de Janeiro,10
Xisto Jr. Consultoria,RioJunior,10.5,75,25,2,0,0,0,RJ,Rio de Janeiro,10
Xisto Jr. Consultoria,RioJunior,10.5,75,25,3,143.5,2,0,RJ,Rio de Janeiro,10
Xisto Jr. Consultoria,RioJunior,10.5,75,25,4,16000,4,0,RJ,Rio de Janeiro,10
Lamp Empresa Júnior de Engenharia Elétrica,FEJESC,28.5,50,4,1,0,0,0,SC,Florianópolis,11
