EMPRESA_JUNIOR,FEDERACAO,ANO_FEDERACAO,CLUSTER_2018,CLUSTER_2019,AC,TEMPO_MEDIO_DIAS,FATURAMENTO,N_MEMBROS_PROJETO,NPS,ESTADO,CIDADE,UNIVERSIDADE,MEMBROS,ID,ACAO_COMPARTILHADA,MES
INTEGRA,FEJESP,2011,2,3,Não,18.17,11000.00,3,N/A,SP,Limeira,UNICAMP,63,70,Não,4
INTEGRA,FEJESP,2011,2,3,Não,18.17,5800.00,3,N/A,SP,Limeira,UNICAMP,63,70,Não,6
INTEGRA,FEJESP,2011,2,3,Não,18.17,14917.36,3,N/A,SP,Limeira,UNICAMP,63,70,Não,6
INTEGRA,FEJESP,2011,2,3,Não,18.17,8030.99,15,N/A,SP,Limeira,UNICAMP,63,70,Não,2
INTEGRA,FEJESP,2011,2,3,Não,18.17,3000.00,3,N/A,SP,Limeira,UNICAMP,63,70,Não,7
INTEGRA,FEJESP,2011,2,3,Não,18.17,4200.00,3,N/A,SP,Limeira,UNICAMP,63,70,Não,7
INTEGRA,FEJESP,2011,2,3,Não,18.17,10000.00,4,N/A,SP,Limeira,UNICAMP,63,70,Não,8
Dual Jr,FEJECE,2017,1,1,Não,51,1373.40,4,N/A,CE,Fortaleza,UFC,10,739,Sim,3
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,250.00,2,N/A,MG,Juiz de Fora,UFJF,25,45,Não,8
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,200.00,2,N/A,MG,Juiz de Fora,UFJF,25,45,Não,8
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,250.00,1,10,MG,Juiz de Fora,UFJF,25,45,Não,4
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,250.00,1,N/A,MG,Juiz de Fora,UFJF,25,45,Não,4
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,250.00,4,N/A,MG,Juiz de Fora,UFJF,25,45,Não,2
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,500.00,1,10,MG,Juiz de Fora,UFJF,25,45,Não,5
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,750.00,5,N/A,MG,Juiz de Fora,UFJF,25,45,Não,2
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,250.00,2,7,MG,Juiz de Fora,UFJF,25,45,Não,5
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,225.00,1,N/A,MG,Juiz de Fora,UFJF,25,45,Não,4
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,810.00,5,N/A,MG,Juiz de Fora,UFJF,25,45,Não,4
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,300.00,2,N/A,MG,Juiz de Fora,UFJF,25,45,Não,3
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,900.00,1,N/A,MG,Juiz de Fora,UFJF,25,45,Não,3
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,250.00,1,N/A,MG,Juiz de Fora,UFJF,25,45,Não,3
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,250.00,1,N/A,MG,Juiz de Fora,UFJF,25,45,Não,3
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,1440.00,1,N/A,MG,Juiz de Fora,UFJF,25,45,Não,5
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,250.00,2,10,MG,Juiz de Fora,UFJF,25,45,Não,3
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,80.00,5,N/A,MG,Juiz de Fora,UFJF,25,45,Não,5
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,706.00,5,N/A,MG,Juiz de Fora,UFJF,25,45,Não,5
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,500.00,4,N/A,MG,Juiz de Fora,UFJF,25,45,Não,6
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,500.00,4,N/A,MG,Juiz de Fora,UFJF,25,45,Sim,6
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,500.00,2,N/A,MG,Juiz de Fora,UFJF,25,45,Não,6
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,2300.00,4,N/A,MG,Juiz de Fora,UFJF,25,45,Não,6
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,3000.00,5,N/A,MG,Juiz de Fora,UFJF,25,45,Não,1
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,100.00,3,10,MG,Juiz de Fora,UFJF,25,45,Não,6
Ecofarma Jr.,FEJEMG,2010,2,3,Não,39.72,250.00,2,N/A,MG,Juiz de Fora,UFJF,25,45,Não,8
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,764.00,1,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,5
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,700.00,2,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,2
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,200.00,3,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,2
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,992.00,1,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,3
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,325.00,1,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,3
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,2460.00,3,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,2
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,1200.00,2,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,2
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,981.00,3,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,2
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,325.00,1,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,3
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,2500.00,3,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,1
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,2090.00,1,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,4
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,2516.00,1,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,5
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,750.00,1,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,4
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,590.00,1,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,4
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,1045.00,1,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,3
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,765.00,2,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,7
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,1010.00,3,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,5
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,700.00,2,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,7
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,1090.00,3,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,8
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,1080.00,2,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,8
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,760.00,1,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,8
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,900.00,1,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,5
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,6146.00,3,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,6
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,1916.00,2,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,6
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,1250.00,3,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,6
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,140.00,3,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,6
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,140.00,3,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,6
ENGETOP,UNIJr-BA,2003,5,5,Não,20.88,6737.00,2,N/A,BA,Salvador,UNIVERSIDADE FEDERAL DA BAHIA,24,227,Não,5
Universitur,RN Júnior,2016,4,3,Não,21.57,7761.65,5,10,RN,Natal,Universidade Federal do Rio Grande do Norte,22,376,Sim,5
Universitur,RN Júnior,2016,4,3,Não,21.57,2775.00,4,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,376,Não,6
Universitur,RN Júnior,2016,4,3,Não,21.57,500.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,376,Não,6
Universitur,RN Júnior,2016,4,3,Não,21.57,900.00,4,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,376,Não,6
Comunica! Empresa Júnior de Jornalismo,FEJESC,2012,1,2,Não,52.21,800.00,8,N/A,SC,,UNIVERSIDADE FEDERAL DE SANTA CATARINA,10,203,Não,5
Comunica! Empresa Júnior de Jornalismo,FEJESC,2012,1,2,Não,52.21,1600.00,1,N/A,SC,,UNIVERSIDADE FEDERAL DE SANTA CATARINA,10,203,Sim,5
Comunica! Empresa Júnior de Jornalismo,FEJESC,2012,1,2,Não,52.21,3800.00,5,N/A,SC,,UNIVERSIDADE FEDERAL DE SANTA CATARINA,10,203,Não,5
Comunica! Empresa Júnior de Jornalismo,FEJESC,2012,1,2,Não,52.21,2200.00,8,N/A,SC,,UNIVERSIDADE FEDERAL DE SANTA CATARINA,10,203,Não,5
Comunica! Empresa Júnior de Jornalismo,FEJESC,2012,1,2,Não,52.21,600.00,1,10,SC,,UNIVERSIDADE FEDERAL DE SANTA CATARINA,10,203,Sim,3
Comunica! Empresa Júnior de Jornalismo,FEJESC,2012,1,2,Não,52.21,450.00,2,5,SC,,UNIVERSIDADE FEDERAL DE SANTA CATARINA,10,203,Não,2
Comunica! Empresa Júnior de Jornalismo,FEJESC,2012,1,2,Não,52.21,1200.00,3,N/A,SC,,UNIVERSIDADE FEDERAL DE SANTA CATARINA,10,203,Não,3
Comunica! Empresa Júnior de Jornalismo,FEJESC,2012,1,2,Não,52.21,1600.00,1,N/A,SC,,UNIVERSIDADE FEDERAL DE SANTA CATARINA,10,203,Sim,5
Comunica! Empresa Júnior de Jornalismo,FEJESC,2012,1,2,Não,52.21,1600.00,1,N/A,SC,,UNIVERSIDADE FEDERAL DE SANTA CATARINA,10,203,Sim,5
Comunica! Empresa Júnior de Jornalismo,FEJESC,2012,1,2,Não,52.21,1300.00,2,N/A,SC,,UNIVERSIDADE FEDERAL DE SANTA CATARINA,10,203,Não,6
Comunica! Empresa Júnior de Jornalismo,FEJESC,2012,1,2,Não,52.21,1500.00,2,N/A,SC,,UNIVERSIDADE FEDERAL DE SANTA CATARINA,10,203,Não,7
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,420.00,7,10,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,1
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,420.00,7,10,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,1
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,420.00,7,10,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,1
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,420.00,7,10,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,1
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,420.00,7,10,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,1
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,420.00,7,10,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,1
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,420.00,7,9,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,1
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,420.00,7,9,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,1
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,420.00,7,9,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,1
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,420.00,7,10,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,1
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,420.00,7,9,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,1
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,450.00,7,10,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,1
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,420.00,7,10,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,1
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,2296.00,7,N/A,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,1
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,600.00,6,N/A,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,7
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,3300.00,3,N/A,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,8
Nortear Jr. Engenharia,FEJEA,2016,1,3,Não,29.05,1200.00,5,N/A,AL,Maceió,Universidade Federal de Alagoas,7,187,Não,8
CIPPAL Engenharias Agrárias,Goiás Júnior,2012,2,4,Não,60.71,3200.00,4,N/A,GO,Goiânia,Universidade Federal de Goiás,34,159,Sim,1
CIPPAL Engenharias Agrárias,Goiás Júnior,2012,2,4,Não,60.71,5750.00,6,N/A,GO,Goiânia,Universidade Federal de Goiás,34,159,Não,4
CIPPAL Engenharias Agrárias,Goiás Júnior,2012,2,4,Não,60.71,810.00,2,10,GO,Goiânia,Universidade Federal de Goiás,34,159,Sim,2
CIPPAL Engenharias Agrárias,Goiás Júnior,2012,2,4,Não,60.71,11880.00,5,N/A,GO,Goiânia,Universidade Federal de Goiás,34,159,Não,5
CIPPAL Engenharias Agrárias,Goiás Júnior,2012,2,4,Não,60.71,2118.00,4,N/A,GO,Goiânia,Universidade Federal de Goiás,34,159,Não,6
CIPPAL Engenharias Agrárias,Goiás Júnior,2012,2,4,Não,60.71,2318.61,4,N/A,GO,Goiânia,Universidade Federal de Goiás,34,159,Não,3
Edifica Consultoria,FEJEMG,2019,N/A,N/A,Não,40,1300.00,7,N/A,MG,Viçosa,UFV,28,1303,Não,6
Edifica Consultoria,FEJEMG,2019,N/A,N/A,Não,40,1000.00,7,N/A,MG,Viçosa,UFV,28,1303,Não,6
Edifica Consultoria,FEJEMG,2019,N/A,N/A,Não,40,600.00,7,N/A,MG,Viçosa,UFV,28,1303,Não,5
Equacione Jr.,Juniores,2015,2,1,Não,19.25,1555.00,5,N/A,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,5
Equacione Jr.,Juniores,2015,2,1,Não,19.25,421.50,6,10,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,4
Equacione Jr.,Juniores,2015,2,1,Não,19.25,120.00,8,8,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,4
Equacione Jr.,Juniores,2015,2,1,Não,19.25,160.00,6,N/A,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,4
Equacione Jr.,Juniores,2015,2,1,Não,19.25,480.00,10,N/A,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,5
Equacione Jr.,Juniores,2015,2,1,Não,19.25,140.00,7,N/A,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,3
Equacione Jr.,Juniores,2015,2,1,Não,19.25,130.00,6,10,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,4
Equacione Jr.,Juniores,2015,2,1,Não,19.25,1700.00,6,N/A,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,4
Equacione Jr.,Juniores,2015,2,1,Não,19.25,180.00,12,N/A,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,5
Equacione Jr.,Juniores,2015,2,1,Não,19.25,150.00,8,N/A,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,4
Equacione Jr.,Juniores,2015,2,1,Não,19.25,160.00,6,N/A,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,4
Equacione Jr.,Juniores,2015,2,1,Não,19.25,140.00,7,N/A,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,4
Equacione Jr.,Juniores,2015,2,1,Não,19.25,225.00,3,10,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,3
Equacione Jr.,Juniores,2015,2,1,Não,19.25,140.00,6,10,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,4
Equacione Jr.,Juniores,2015,2,1,Não,19.25,120.00,6,10,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,4
Equacione Jr.,Juniores,2015,2,1,Não,19.25,285.00,12,N/A,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,6
Equacione Jr.,Juniores,2015,2,1,Não,19.25,100.00,12,N/A,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,6
Equacione Jr.,Juniores,2015,2,1,Não,19.25,3500.00,5,N/A,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,1
Equacione Jr.,Juniores,2015,2,1,Não,19.25,140.00,11,N/A,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,6
Equacione Jr.,Juniores,2015,2,1,Não,19.25,140.00,7,N/A,ES,Alegre,Universidade Federal do Espírito Santo,22,64,Não,7
EdificarSe Arquitetura e Engenharia,SERJÚNIOR,2018,N/A,1,Não,8.45,12283.20,3,N/A,SE,São Cristóvão,UFS,28,927,Não,4
EdificarSe Arquitetura e Engenharia,SERJÚNIOR,2018,N/A,1,Não,8.45,760.00,3,10,SE,São Cristóvão,UFS,28,927,Não,1
EdificarSe Arquitetura e Engenharia,SERJÚNIOR,2018,N/A,1,Não,8.45,5200.00,1,N/A,SE,São Cristóvão,UFS,28,927,Não,5
EdificarSe Arquitetura e Engenharia,SERJÚNIOR,2018,N/A,1,Não,8.45,525.00,1,10,SE,São Cristóvão,UFS,28,927,Não,1
EdificarSe Arquitetura e Engenharia,SERJÚNIOR,2018,N/A,1,Não,8.45,1200.00,3,N/A,SE,São Cristóvão,UFS,28,927,Não,5
EdificarSe Arquitetura e Engenharia,SERJÚNIOR,2018,N/A,1,Não,8.45,230.00,3,N/A,SE,São Cristóvão,UFS,28,927,Não,5
EdificarSe Arquitetura e Engenharia,SERJÚNIOR,2018,N/A,1,Não,8.45,380.00,2,10,SE,São Cristóvão,UFS,28,927,Não,5
EdificarSe Arquitetura e Engenharia,SERJÚNIOR,2018,N/A,1,Não,8.45,400.00,2,10,SE,São Cristóvão,UFS,28,927,Não,6
EdificarSe Arquitetura e Engenharia,SERJÚNIOR,2018,N/A,1,Não,8.45,450.00,2,N/A,SE,São Cristóvão,UFS,28,927,Não,7
EdificarSe Arquitetura e Engenharia,SERJÚNIOR,2018,N/A,1,Não,8.45,1100.00,3,N/A,SE,São Cristóvão,UFS,28,927,Não,7
EdificarSe Arquitetura e Engenharia,SERJÚNIOR,2018,N/A,1,Não,8.45,1200.00,2,N/A,SE,São Cristóvão,UFS,28,927,Sim,7
EdificarSe Arquitetura e Engenharia,SERJÚNIOR,2018,N/A,1,Não,8.45,1250.00,2,N/A,SE,São Cristóvão,UFS,28,927,Sim,7
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,600.00,4,N/A,AM,Manaus,Universidade Federal do Amazonas,12,637,Não,3
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,800.00,4,10,AM,Manaus,Universidade Federal do Amazonas,12,637,Não,5
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,385.00,3,N/A,AM,Manaus,Universidade Federal do Amazonas,12,637,Não,3
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,800.00,3,10,AM,Manaus,Universidade Federal do Amazonas,12,637,Não,5
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,3000.00,4,N/A,AM,Manaus,Universidade Federal do Amazonas,12,637,Não,3
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,400.00,2,N/A,AM,Manaus,Universidade Federal do Amazonas,12,637,Sim,3
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,295.00,3,N/A,AM,Manaus,Universidade Federal do Amazonas,12,637,Sim,3
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,345.00,3,N/A,AM,Manaus,Universidade Federal do Amazonas,12,637,Sim,3
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,315.00,3,N/A,AM,Manaus,Universidade Federal do Amazonas,12,637,Sim,3
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,6600.00,11,N/A,AM,Manaus,Universidade Federal do Amazonas,12,637,Não,5
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,110.00,3,N/A,AM,Manaus,Universidade Federal do Amazonas,12,637,Sim,3
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,550.00,2,N/A,AM,Manaus,Universidade Federal do Amazonas,12,637,Sim,4
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,1350.00,12,10,AM,Manaus,Universidade Federal do Amazonas,12,637,Não,4
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,900.00,3,N/A,AM,Manaus,Universidade Federal do Amazonas,12,637,Não,6
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,900.00,3,N/A,AM,Manaus,Universidade Federal do Amazonas,12,637,Não,6
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,100.00,4,N/A,AM,Manaus,Universidade Federal do Amazonas,12,637,Não,6
EMCOF - Empresa Júnior de Consultoria Florestal UFAM,Baré Júnior,2017,2,3,Não,14.18,560.00,4,9,AM,Manaus,Universidade Federal do Amazonas,12,637,Não,7
Vale J Jr,FEJECE,2017,1,3,Não,13.05,125.00,2,N/A,CE,Russas,UFC,25,579,Não,8
Vale J Jr,FEJECE,2017,1,3,Não,13.05,1570.00,2,10,CE,Russas,UFC,25,579,Não,1
Vale J Jr,FEJECE,2017,1,3,Não,13.05,1600.00,3,10,CE,Russas,UFC,25,579,Não,2
Vale J Jr,FEJECE,2017,1,3,Não,13.05,1500.00,3,N/A,CE,Russas,UFC,25,579,Não,4
Vale J Jr,FEJECE,2017,1,3,Não,13.05,3070.00,2,8,CE,Russas,UFC,25,579,Não,4
Vale J Jr,FEJECE,2017,1,3,Não,13.05,400.00,1,N/A,CE,Russas,UFC,25,579,Não,6
Vale J Jr,FEJECE,2017,1,3,Não,13.05,850.00,3,N/A,CE,Russas,UFC,25,579,Não,5
Vale J Jr,FEJECE,2017,1,3,Não,13.05,1425.60,2,N/A,CE,Russas,UFC,25,579,Não,6
Vale J Jr,FEJECE,2017,1,3,Não,13.05,2070.00,3,N/A,CE,Russas,UFC,25,579,Não,6
Vale J Jr,FEJECE,2017,1,3,Não,13.05,1980.00,4,N/A,CE,Russas,UFC,25,579,Não,6
Vale J Jr,FEJECE,2017,1,3,Não,13.05,705.60,2,N/A,CE,Russas,UFC,25,579,Não,6
Vale J Jr,FEJECE,2017,1,3,Não,13.05,1200.00,2,N/A,CE,Russas,UFC,25,579,Não,7
Vale J Jr,FEJECE,2017,1,3,Não,13.05,1200.00,3,N/A,CE,Russas,UFC,25,579,Não,7
Vale J Jr,FEJECE,2017,1,3,Não,13.05,2800.00,3,N/A,CE,Russas,UFC,25,579,Sim,8
EJEM - UFSC,FEJESC,2018,N/A,1,Não,31,930.00,4,10,SC,,UNIVERSIDADE FEDERAL DE SANTA CATARINA,11,918,Não,1
EJEM - UFSC,FEJESC,2018,N/A,1,Não,31,3760.60,3,N/A,SC,,UNIVERSIDADE FEDERAL DE SANTA CATARINA,11,918,Não,6
EJEM - UFSC,FEJESC,2018,N/A,1,Não,31,1600.00,1,N/A,SC,,UNIVERSIDADE FEDERAL DE SANTA CATARINA,11,918,Sim,7
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,495.00,2,N/A,MG,,UNIFEI,22,1272,Não,4
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,755.00,6,10,MG,,UNIFEI,22,1272,Não,4
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,500.00,3,10,MG,,UNIFEI,22,1272,Não,4
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,450.00,1,10,MG,,UNIFEI,22,1272,Não,2
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,300.00,3,10,MG,,UNIFEI,22,1272,Não,2
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,400.00,1,10,MG,,UNIFEI,22,1272,Não,2
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,400.00,3,10,MG,,UNIFEI,22,1272,Não,2
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,400.00,2,10,MG,,UNIFEI,22,1272,Não,3
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,300.00,2,10,MG,,UNIFEI,22,1272,Não,2
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,520.00,2,N/A,MG,,UNIFEI,22,1272,Não,4
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,60.00,1,10,MG,,UNIFEI,22,1272,Não,5
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,620.00,2,N/A,MG,,UNIFEI,22,1272,Não,5
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,350.00,2,10,MG,,UNIFEI,22,1272,Não,4
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,800.00,4,N/A,MG,,UNIFEI,22,1272,Não,5
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,450.00,3,10,MG,,UNIFEI,22,1272,Não,4
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,250.00,3,10,MG,,UNIFEI,22,1272,Não,4
Inova Jr. Unifei,FEJEMG,2019,N/A,N/A,Não,23.4,50.00,3,10,MG,,UNIFEI,22,1272,Sim,4
